GEOID20,District
34013070E10,0
34013070E11,0
34013070E12,0
34013070E13,0
34013070E14,0
34013070E15,0
34013070E16,0
34013070E17,0
34013070E18,0
34013070E19,0
34013070E20,0
34013070E21,0
34013070E25,0
34013070E29,0
34013070E30,0
34013070N01,0
34013070N02,0
34013070N03,0
34013070N04,0
34013070N05,0
34013070N06,0
34013070N07,0
34013070N08,0
34013070N09,0
34013070N10,0
34013070N11,0
34013070N12,0
34013070N13,0
34013070N14,0
34013070N15,0
34013070N16,0
34013070N17,0
34013070N18,0
34013070N19,0
34013070N20,0
34013070N21,0
34013070N22,0
34013070N23,0
34013070N25,0
34013070N26,0
34013070N27,0
34013070N28,0
34013070N29,0
34013070N37,0
34013070N38,0
34013070N48,0
34013070N49,0
34013070S01,0
34013070S02,0
34013070S03,0
34013070S04,0
34013070S08,0
34013070S10,0
34013070S11,0
34013070S12,0
34013070S13,0
34013070S15,0
34013070S16,0
34013070S17,0
34013070S18,0
34013070S19,0
34013070S20,0
34013070S21,0
34013070S22,0
34013070S23,0
34013070S24,0
34013070S25,0
34013070S27,0
34013070S28,0
34013070S29,0
34013070S30,0
34013070S32,0
34013070S34,0
34013070S35,0
34013070S36,0
34013070S37,0
34013070S38,0
34013070S39,0
34013070S40,0
34013070S41,0
34013070S42,0
34013070S44,0
34013070S45,0
34013070S46,0
34013070S47,0
34013070S48,0
34013070S49,0
34013070W06,0
34013070W07,0
34013070W09,0
34013070W10,0
34013070W13,0
34013070W15,0
34013070W17,0
34013070W19,0
34013070W20,0
34013070W21,0
34013070W22,0
34013070W23,0
34013070W24,0
34013070W25,0
34013070W26,0
34013070W27,0
34013070W28,0
34013070W29,0
34013070W30,0
34013070W31,0
34013070W32,0
34013070W33,0
34013070W34,0
34013070W35,0
34013070W36,0
34013070W37,0
34013070W38,0
34013070W39,0
34013070W40,0
34013070W41,0
34013070W43,0
34013070W44,0
34013070W45,0
34013070W46,0
34013070W47,0
34013070W48,0
34013070W49,0
34013075001,11
34013075002,11
34013075003,11
34013075004,11
34013080101,12
34013080102,12
34013080103,12
34013080104,12
34013080105,12
34013080106,12
34013080107,12
34013080201,12
34013080202,12
34013080203,12
34013080204,12
34013080205,12
34013080206,12
34013080301,0
34013080302,12
34013080303,12
34013080304,12
34013080305,10
34013080306,12
34013080307,12
34013090101,11
34013090102,11
34013090103,11
34013090104,11
34013090105,11
34013090106,11
34013095001,0
34013095002,0
34013095003,0
34013095004,0
34013095006,0
34013095007,11
34013095008,0
34013095009,11
34013095010,0
34013095011,0
34013095012,0
34013095013,11
34013100001,11
34013100002,11
34013100003,11
34013100004,11
34013100005,11
34013100006,11
34013100007,11
34013100008,11
34013100009,11
34013100010,11
34013100011,11
34013105001,11
34013105002,11
34013105003,11
34013105004,11
34013105005,11
34013105006,11
34013105007,11
34013105008,11
34013105009,11
34013110101,11
34013110102,11
34013110103,0
34013110104,11
34013110106,11
34013110107,11
34013110108,11
34013110109,11
34013110201,11
34013110202,11
34013110203,11
34013110204,11
34013110205,11
34013110301,11
34013110302,11
34013110303,11
34013110401,11
34013110402,11
34013110403,11
34013110404,11
34013110405,11
34013110406,11
34013110407,11
34013110408,11
34013110409,11
34013110410,11
34013110411,11
34013110412,11
34013110413,11
34013110414,11
34013110415,11
34013110416,11
34013110501,0
34013110502,11
34013110503,11
34013110504,11
34013110505,11
34015005001,3
34015005002,3
34015005003,3
34015005004,3
34015005005,3
34015005006,3
34015010001,2
34015010002,2
34015010003,2
34015010004,3
34015010005,2
34015010006,2
34015010007,2
34015010008,3
34015010009,2
34015010010,2
34015010011,2
34015010012,2
34015010013,2
34015010014,2
34015010015,2
34015010016,2
34015010017,2
34015010018,2
34015010019,2
34015010020,3
34015010021,2
34015010022,2
34015015001,2
34015015002,2
34015015003,2
34015015004,2
34015015005,2
34015015006,2
34015015007,2
34015020001,3
34015020002,3
34015020003,3
34015020004,3
34015025001,3
34015025002,3
34015025003,3
34015025004,3
34015025005,3
34015025006,3
34015025007,3
34015025008,3
34015025009,3
34015025010,3
34015025011,3
34015030001,3
34015030002,3
34015030003,3
34015030004,3
34015030005,3
34015030006,3
34015030007,3
34015030008,3
34015030009,3
34015030010,3
34015030011,3
34015030012,3
34015030013,3
34015035001,2
34015035002,2
34015035003,2
34015035004,2
34015035005,2
34015035006,2
34015040001,3
34015040002,3
34015040003,2
34015040004,3
34015040005,2
34015040006,2
34015040007,3
34015040008,2
34015040009,3
34015045001,2
34015045002,2
34015045003,2
34015045004,2
34015050001,3
34015050002,2
34015050003,2
34015050004,2
34015050005,2
34015050006,3
34015050007,2
34015050008,2
34015050009,2
34015050010,3
34015050011,3
34015050012,2
34015055107,3
34015055117,3
34015055120,3
34015055122,3
34015055123,3
34015055124,3
34015055201,3
34015055203,3
34015055209,3
34015055210,3
34015055213,3
34015055214,3
34015055216,3
34015055302,3
34015055306,3
34015055312,3
34015055318,3
34015055319,3
34015055326,3
34015055404,3
34015055405,3
34015055408,3
34015055411,3
34015055415,3
34015055421,3
34015055425,3
34015060001,2
34015060002,2
34015060003,2
34015060004,2
34015065001,3
34015070001,2
34015070002,2
34015070003,2
34015070004,2
34015070005,2
34015075001,3
34015075002,3
34015075003,3
34015075004,3
34015075005,3
34015075006,3
34015075007,3
34015080001,2
34015080002,2
34015080003,2
34015085001,2
34015085002,2
34015090001,3
34015090002,3
34015090003,3
34015090004,3
34015090005,3
34015090006,3
34015090007,3
34015090008,3
34015090009,3
34015090010,3
34015090011,3
34015090012,3
34015090013,3
34015090014,3
34015090015,3
34015090016,3
34015090017,3
34015090018,3
34015090019,3
34015090020,3
34015090021,3
34015090022,3
34015090023,3
34015090024,3
34015090025,3
34015090026,3
34015090027,3
34015090028,3
34015090029,3
34015090030,3
34015090031,3
34015090032,3
34015090033,3
34015090034,3
34015090035,3
34015090036,3
34015090037,3
34015090038,3
34015090039,3
34015095001,2
34015095002,2
34015095003,2
34015100001,2
34015100002,2
34015100003,2
34015100004,2
34015100005,2
34015100006,2
34015100007,2
34015100008,2
34015100009,2
34015100010,2
34015100011,2
34015100012,2
34015100013,2
34015100014,2
34015100015,2
34015100016,2
34015100017,2
34015100018,2
34015100019,2
34015105001,2
34015105002,2
34015105003,2
34015110101,2
34015110102,2
34015110103,2
34015110201,2
34015110202,2
34015110203,2
34015110204,2
34015110301,2
34015110302,2
34015110303,2
34015110304,2
34015115001,2
34015115002,2
34015115003,2
34015115004,2
34015120001,2
34015120002,2
34015120003,2
34015120004,2
34015120005,2
34015120006,2
34015120007,2
34015120008,2
34017005101,0
34017005102,0
34017005103,0
34017005104,0
34017005105,0
34017005106,0
34017005107,0
34017005108,0
34017005109,0
34017005110,0
34017005111,0
34017005112,0
34017005113,0
34017005114,0
34017005115,0
34017005116,0
34017005201,0
34017005202,0
34017005203,0
34017005204,0
34017005205,0
34017005206,0
34017005207,0
34017005208,0
34017005209,0
34017005210,0
34017005211,0
34017005212,0
34017005213,0
34017005214,0
34017005215,0
34017005216,0
34017005301,0
34017005302,0
34017005303,0
34017005304,0
34017005305,0
34017005306,0
34017005307,0
34017005308,0
34017005309,0
34017005310,0
34017005311,0
34017005312,0
34017005313,0
34017005314,0
34017005315,0
34017005316,0
34017005317,0
34017005318,0
34017005319,0
34017010001,0
34017010002,0
34017015001,10
34017015002,10
34017015003,10
34017015004,10
34017015005,10
34017015006,0
34017020101,0
34017020102,0
34017020201,0
34017020202,0
34017020203,0
34017020301,0
34017020302,0
34017020303,0
34017020401,0
34017020402,0
34017020403,0
34017025101,0
34017025102,0
34017025103,0
34017025104,0
34017025105,0
34017025106,0
34017025201,0
34017025202,0
34017025203,0
34017025204,0
34017025205,0
34017025206,0
34017025301,0
34017025302,0
34017025303,0
34017025304,0
34017025305,0
34017025306,0
34017025307,0
34017025401,0
34017025402,0
34017025403,0
34017025404,0
34017025405,0
34017025406,0
34017025407,0
34017025501,0
34017025502,0
34017025503,0
34017025504,0
34017025505,0
34017025506,0
34017025507,0
34017025601,0
34017025602,0
34017025603,0
34017025604,0
34017025605,0
34017025606,0
34017025607,0
34017030A01,0
34017030A02,0
34017030A03,0
34017030A04,0
34017030A05,0
34017030A06,0
34017030A07,0
34017030A08,0
34017030A09,0
34017030A10,0
34017030A11,0
34017030A12,0
34017030A13,0
34017030A14,0
34017030A15,0
34017030A16,0
34017030A17,0
34017030A18,0
34017030A19,0
34017030A20,0
34017030A21,0
34017030A22,0
34017030A23,0
34017030A24,0
34017030A25,0
34017030A26,0
34017030A27,0
34017030A28,0
34017030A29,0
34017030A30,0
34017030A31,0
34017030A32,0
34017030A33,0
34017030A34,0
34017030B01,0
34017030B02,0
34017030B03,0
34017030B04,0
34017030B05,0
34017030B06,0
34017030B07,0
34017030B08,0
34017030B09,0
34017030B10,0
34017030B11,0
34017030B12,0
34017030B13,0
34017030B14,0
34017030B15,10
34017030B16,0
34017030B17,0
34017030B18,0
34017030B19,0
34017030B20,0
34017030B21,0
34017030B22,0
34017030B23,0
34017030B24,0
34017030B25,0
34017030B26,0
34017030B27,0
34017030B28,0
34017030B29,0
34017030B30,0
34017030B31,0
34017030B32,0
34017030B33,0
34017030C01,0
34017030C02,0
34017030C03,0
34017030C04,0
34017030C05,0
34017030C06,0
34017030C07,0
34017030C08,0
34017030C09,0
34017030C10,0
34017030C11,0
34017030C12,0
34017030C13,0
34017030C14,0
34017030C15,0
34017030C16,0
34017030C17,0
34017030C18,0
34017030C19,0
34017030C20,0
34017030C21,0
34017030C22,0
34017030C23,0
34017030C24,0
34017030C25,0
34017030C26,0
34017030C27,0
34017030C28,0
34017030C29,0
34017030C30,0
34017030C31,0
34017030D01,0
34017030D02,0
34017030D03,0
34017030D04,0
34017030D05,0
34017030D06,0
34017030D07,0
34017030D08,0
34017030D09,0
34017030D10,0
34017030D11,0
34017030D12,0
34017030D13,0
34017030D14,0
34017030D15,0
34017030D16,0
34017030D17,0
34017030D18,0
34017030D19,0
34017030D20,0
34017030D21,0
34017030D22,0
34017030D23,10
34017030D24,0
34017030D25,0
34017030D26,0
34017030D27,0
34017030D28,0
34017030D29,0
34017030E01,0
34017030E02,0
34017030E03,0
34017030E04,0
34017030E05,0
34017030E06,0
34017030E07,0
34017030E08,0
34017030E09,0
34017030E10,0
34017030E11,0
34017030E12,0
34017030E13,0
34017030E14,0
34017030E15,0
34017030E16,0
34017030E17,0
34017030E18,0
34017030E19,0
34017030E20,0
34017030E21,0
34017030E22,0
34017030E23,0
34017030F01,0
34017030F02,0
34017030F03,0
34017030F04,0
34017030F05,0
34017030F06,0
34017030F07,0
34017030F08,0
34017030F09,0
34017030F10,0
34017030F11,0
34017030F12,0
34017030F13,0
34017030F14,0
34017030F15,0
34017030F16,0
34017030F17,0
34017030F18,0
34017030F19,0
34017030F20,0
34017030F21,0
34017030F22,0
34017030F23,0
34017030F24,0
34017030F25,0
34017030F26,0
34017030F27,0
34017030F28,0
34017030F29,0
34017030F30,0
34017030F31,0
34017035101,0
34017035102,0
34017035103,0
34017035104,0
34017035105,0
34017035106,0
34017035107,0
34017035108,0
34017035201,0
34017035202,10
34017035203,0
34017035204,0
34017035205,0
34017035206,0
34017035301,0
34017035302,0
34017035303,0
34017035304,0
34017035305,0
34017035306,0
34017035307,0
34017035308,0
34017035309,0
34017035401,10
34017035402,10
34017035403,0
34017035404,0
34017035405,10
34017035406,0
34017035407,0
34017040101,10
34017040102,10
34017040103,10
34017040104,10
34017040105,10
34017040106,10
34017040201,10
34017040202,10
34017040203,10
34017040204,10
34017040205,10
34017040206,10
34017040301,10
34017040302,10
34017040303,10
34017040304,10
34017040305,10
34017040306,10
34017040401,10
34017040402,10
34017040403,10
34017040404,10
34017040405,10
34017040501,10
34017040502,10
34017040503,10
34017040504,10
34017040505,10
34017040506,10
34017040601,10
34017040602,10
34017040603,10
34017040604,10
34017040605,10
34017040701,10
34017040702,0
34017040703,10
34017040704,0
34017040705,10
34017045101,10
34017045102,10
34017045103,10
34017045104,10
34017045105,10
34017045201,10
34017045202,10
34017045203,10
34017045204,10
34017045205,10
34017045301,10
34017045302,10
34017045303,10
34017045304,10
34017050101,0
34017050102,0
34017050103,0
34017050104,0
34017050105,0
34017050106,0
34017050107,0
34017050201,0
34017050202,0
34017050203,0
34017050301,0
34017050302,0
34017050303,0
34017050304,0
34017050305,0
34017050401,0
34017050402,0
34017050403,0
34017050501,0
34017050502,0
34017050503,0
34017050601,0
34017050602,0
34017050603,0
34017050701,0
34017050702,0
34017050703,0
34017050704,0
34017050801,10
34017050802,10
34017050803,0
34017050901,10
34017050902,10
34017050903,10
34017050904,0
34017050905,0
34017050906,0
34017051001,10
34017051002,10
34017055101,0
34017055102,0
34017055103,0
34017055104,0
34017055201,0
34017055202,0
34017055203,0
34017055204,0
34017055301,0
34017055302,0
34017060101,0
34017060102,0
34017060103,10
34017060104,0
34017060105,0
34017060106,0
34017060107,0
34017060108,0
34017060109,0
34017060201,10
34017060202,10
34017060203,10
34017060204,10
34017060205,10
34017060206,10
34017060207,10
34017060208,0
34017060209,0
34017060301,0
34017060302,0
34017060303,0
34017060304,10
34017060305,0
34017060306,0
34017060307,0
34017060308,0
34017060309,0
34017060310,0
34017060311,10
34019005001,9
34019005002,9
34019005003,9
34019005004,9
34019010001,9
34019010002,9
34019010003,9
34019010004,9
34019015001,9
34019020001,9
34019025001,9
34019025002,9
34019030001,9
34019030002,9
34019030003,9
34019030004,9
34019030005,9
34019030006,9
34019030007,9
34019030008,9
34019030009,9
34019030010,9
34019030011,9
34019030012,9
34019035001,9
34019035002,9
34019035003,9
34019035004,9
34019035005,9
34019040001,9
34019040002,9
34019040003,9
34019040004,9
34019040005,9
34019045001,9
34019045002,9
34019045003,9
34019050001,9
34019050002,9
34019050003,9
34019055001,9
34019060001,9
34019065001,9
34019070001,9
34019070002,9
34019070003,9
34019075001,9
34019075002,9
34019075003,9
34019075004,9
34019075005,9
34019080001,9
34019080002,9
34019080003,9
34019080004,9
34019085001,9
34019085002,9
34019085003,9
34019085004,9
34019090001,9
34019095001,9
34019095002,9
34019095003,9
34019095004,9
34019095005,9
34019095006,9
34019100001,9
34019105001,9
34019105002,9
34019105003,9
34019105004,9
34019105005,9
34019105006,9
34019105007,9
34019105008,9
34019105009,9
34019105010,9
34019105011,9
34019105012,9
34019105013,9
34019105014,9
34019105015,9
34019105016,9
34019105017,9
34019105018,9
34019105019,9
34019105020,9
34019105021,9
34019110001,9
34019110002,9
34019110003,9
34019110004,9
34019110005,9
34019110006,9
34019110007,9
34019110008,9
34019110009,9
34019110010,9
34019110011,9
34019110012,9
34019110013,9
34019110014,9
34019110015,9
34019110016,9
34019115001,9
34019120001,9
34019120002,9
34019120003,9
34019120004,9
34019120005,9
34019125001,9
34019125002,9
34019125003,9
34019125004,9
34019130001,9
34019130002,9
34021005001,8
34021005002,8
34021005003,6
34021005004,8
34021005005,8
34021005006,8
34021005007,8
34021005008,6
34021005009,6
34021005010,6
34021005011,6
34021005012,6
34021005013,8
34021005014,8
34021005015,6
34021005016,6
340210055E7,8
34021010001,9
34021010002,8
34021010003,8
34021010004,8
34021010005,8
34021010006,8
34021010007,8
34021010008,9
34021010009,8
34021010010,8
34021010011,8
34021010012,8
34021010013,8
34021010014,9
34021010015,8
34021010016,8
34021010017,8
34021010018,8
34021010019,9
34021010020,8
34021010021,9
34021010022,8
34021010023,8
34021010024,9
34021010025,8
34021010026,9
34021010027,8
34021010028,8
34021015001,8
34021015002,8
34021015003,8
34021015004,8
34021015005,8
34021015006,8
34021015007,8
34021015008,8
34021015009,8
34021015010,8
34021015011,8
34021015012,8
34021015013,8
34021015014,8
34021015015,8
34021015016,8
34021015017,8
34021015018,8
34021015019,8
34021015020,8
34021015021,8
34021015022,8
34021015023,8
34021015024,8
34021015025,8
34021015026,8
34021015027,8
34021015028,8
34021015029,8
34021015030,8
34021015031,8
34021015032,8
34021015033,8
34021015034,8
34021015035,8
34021015036,8
34021015037,8
34021015038,8
34021015039,8
34021015040,8
34021015041,8
34021015042,8
34021015043,8
34021015044,8
34021015045,8
34021015046,8
34021015047,8
34021015048,8
34021015049,8
34021015050,8
34021015051,8
34021015052,8
34021015053,8
34021015054,8
34021015055,8
34021015056,8
34021015057,8
34021015058,8
34021015059,8
34021015060,8
34021015061,8
34021015062,8
34021015063,8
34021015064,8
34021020001,6
34021020002,8
34021020003,8
34021020004,8
34021025001,9
34021025002,9
34021030001,9
34021030002,9
34021030003,9
34021030004,9
34021030005,9
34021030006,9
34021030007,9
34021030008,9
34021030009,9
34021030010,9
34021030011,9
34021030012,9
34021035001,9
34021035002,8
34021035003,8
34021035004,9
34021035005,8
34021035006,8
34021035007,9
34021035008,8
34021035009,8
34021035010,8
34021035011,8
34021035012,8
34021035013,8
34021035014,8
34021035015,9
34021035016,8
34021035017,8
34021035018,9
34021035019,8
34021035020,9
34021035021,9
34021040001,9
34021040002,9
34021040003,9
34021050001,8
34021050002,8
34021050003,9
34021050004,9
34021050005,9
34021050006,8
34021050007,8
34021050008,8
34021050009,8
34021050010,8
34021050011,8
34021050012,8
34021050013,8
34021050014,8
34021050015,8
34021050016,8
34021050017,8
34021050018,8
34021050019,8
34021050020,9
34021050021,8
34021050022,9
34021055E01,8
34021055E02,8
34021055E03,8
34021055E04,8
34021055E05,8
34021055E06,8
34021055E08,8
34021055E09,8
34021055N01,8
34021055N02,8
34021055N03,8
34021055N04,8
34021055N05,8
34021055N06,8
34021055N07,8
34021055N08,8
34021055N09,8
34021055N10,8
34021055N11,8
34021055N12,8
34021055S01,8
34021055S02,8
34021055S03,8
34021055S04,8
34021055S05,8
34021055S06,8
34021055S07,8
34021055S08,8
34021055S09,8
34021055W01,8
34021055W02,8
34021055W03,8
34021055W04,8
34021055W05,8
34021055W06,8
34021055W07,8
34021055W08,8
34021055W09,8
34021055W10,8
34021055W11,8
34021055W12,8
34021055W13,8
34021055W14,8
34021055W15,8
34021055W16,8
34021060001,8
34021060002,8
34021060003,8
34021060004,8
34021060005,8
34021060006,8
34021060007,8
34021060008,8
34021060009,8
34021065001,8
34021065002,8
34021065003,8
34021065004,8
34021065005,8
34021065006,8
34021065007,8
34021065008,8
34021065009,8
34021065010,8
34021065011,8
34021065012,8
34021065013,8
34021065014,8
34021065015,8
34021065016,8
34023005001,0
34023005002,0
34023005003,0
34023005004,0
34023005005,0
34023005006,0
34023005007,0
34023005008,0
34023005009,0
34023005010,0
34023005011,0
34023005012,0
34023005013,0
34023005014,0
34023005015,0
34023005016,0
34023005017,0
34023005018,0
34023005019,0
34023010001,6
34023010002,8
34023010003,6
34023015001,9
34023015002,9
34023015003,9
34023015004,9
34023015005,9
34023015006,9
34023020001,8
34023020002,8
34023020003,8
34023020004,8
34023020005,8
34023020006,8
34023020007,8
34023020008,8
34023020009,8
34023020010,8
34023020011,8
34023020012,8
34023020013,8
34023020014,8
34023020015,8
34023020016,8
34023020017,8
34023020018,8
34023020019,8
34023020020,8
34023020021,8
34023020022,8
34023020023,8
34023020024,8
34023020025,8
34023020026,8
34023020027,8
34023020028,8
34023020029,8
34023020030,8
34023020031,8
34023020032,8
34023020033,8
34023020034,8
34023020035,8
34023020036,8
34023020037,8
34023020038,8
34023020039,8
34023020040,8
34023025001,0
34023025002,0
34023025003,0
34023025004,0
34023025005,0
34023025006,0
34023025007,0
34023025008,0
34023025009,0
34023025010,0
34023025011,0
34023025012,8
34023025013,8
34023025014,8
34023025015,0
34023025016,0
34023025017,0
34023025018,0
34023025019,8
34023025020,8
34023025021,8
34023025022,8
34023025023,8
34023025024,8
34023025025,0
34023025026,8
34023025027,8
34023025028,8
34023025029,0
34023025030,0
34023025031,8
34023025032,0
34023025033,0
34023025034,0
34023025035,0
34023025036,0
34023025037,8
34023025038,8
34023025039,8
34023025040,0
34023025041,0
34023025042,0
34023025043,0
34023025044,0
34023025045,0
34023025046,0
34023025047,0
34023025048,0
34023025049,8
34023025050,0
34023025051,0
34023025052,0
34023025053,0
34023025054,0
34023025055,0
34023025056,0
34023025057,8
34023025058,8
34023025059,0
34023025060,8
34023025061,0
34023025062,0
34023025063,8
34023025064,0
34023025065,0
34023025066,0
34023025067,0
34023025068,0
34023025069,0
34023025070,0
34023025071,0
34023025072,0
34023025073,0
34023025074,8
34023025075,8
34023025076,8
34023025077,0
34023025078,0
34023030001,8
34023035001,8
34023035002,8
34023035003,8
34023035004,8
34023035005,8
34023035006,8
34023035007,8
34023035008,8
34023035009,8
34023035010,8
34023035011,8
34023035012,8
34023035013,8
34023040001,6
34023040002,8
34023040003,6
34023040004,6
34023050001,0
34023050002,0
34023050003,0
34023050004,0
34023050005,0
34023050006,0
34023050007,0
34023050008,0
34023050009,0
34023050010,0
34023050011,0
34023050012,0
34023050013,0
34023055001,9
34023055002,9
34023055003,9
34023055004,9
34023055005,9
34023055006,9
34023055007,9
34023055008,9
34023055009,9
34023055010,9
34023060001,8
34023060002,8
34023060003,8
34023060004,8
34023060005,8
34023060006,8
34023060007,8
34023060008,8
34023060009,8
34023065101,6
34023065102,6
34023065103,6
34023065104,6
34023065105,6
34023065106,6
34023065107,6
34023065108,6
34023065109,6
34023065110,6
34023065111,8
34023065112,6
34023065113,6
34023065114,6
34023065115,6
34023065116,6
34023065117,6
34023065201,8
34023065202,8
34023065203,6
34023065204,6
34023065205,6
34023065206,6
34023065207,6
34023065208,6
34023065209,6
34023065210,6
34023065211,6
34023065212,6
34023065213,6
34023065214,6
34023065215,6
34023065301,6
34023065302,6
34023065303,8
34023065304,8
34023065305,8
34023065306,6
34023065307,6
34023065308,6
34023065309,8
34023065310,6
34023065311,6
34023070101,8
34023070102,8
34023070103,8
34023070104,8
34023070105,8
34023070106,8
34023070201,8
34023070202,8
34023070203,8
34023070204,8
34023070205,8
34023070206,8
34023070207,8
34023070401,8
34023070402,8
34023070403,8
34023070404,8
34023070405,8
34023070501,8
34023070502,8
34023070503,8
34023070504,8
34023070601,8
34023070602,8
34023070603,8
34023070604,8
34023070605,8
34023070606,8
34023075001,8
34023075002,8
34023075003,8
34023075004,8
34023075005,8
34023075006,8
34023075007,8
34023075008,8
34023075009,8
34023075010,8
34023075011,8
34023075012,8
34023075013,8
34023075014,8
34023075015,8
34023075016,8
34023075017,8
34023075018,8
34023075019,8
34023075020,8
34023075021,8
34023075022,8
34023075023,8
34023075024,8
34023075025,8
34023075026,8
34023075027,8
34023077101,6
34023077102,6
34023077103,4
34023077104,4
34023077105,4
34023077106,6
34023077107,6
34023077108,6
34023077109,6
34023077110,6
34023077201,6
34023077202,6
34023077203,6
34023077204,6
34023077205,6
34023077206,6
34023077207,6
34023077208,6
34023077301,8
34023077302,8
34023077303,8
34023077304,6
34023077305,6
34023077306,6
34023077307,6
34023077401,8
34023077402,8
34023077403,6
34023077404,6
34023077405,6
34023077406,6
34023077407,6
34023077408,6
34023077409,6
34023077501,6
34023077502,6
34023077503,6
34023077504,6
34023077505,6
34023077506,6
34023077507,6
34023077508,6
34023077509,6
34023077510,6
34023077601,8
34023077602,8
34023077603,8
34023077604,6
34023077605,6
34023077606,6
34023077607,8
34023077608,6
34023080101,0
34023080102,0
34023080103,0
34023080104,0
34023080105,0
34023080201,0
34023080202,0
34023080301,0
34023080302,0
34023080401,0
34023080402,0
34023080403,0
34023080404,0
34023080405,0
34023080406,0
34023080501,0
34023080502,0
34023080503,0
34023080601,0
34023080602,0
34023080603,0
34023080604,0
34023080605,0
34023080606,0
34023080607,0
34023080608,0
34023080609,0
34023080610,0
34023080611,0
34023080612,0
34023080613,0
34023080614,0
34023085101,9
34023085102,9
34023085103,9
34023085104,9
34023085105,9
34023085106,9
34023085107,9
34023085108,9
34023085109,9
34023085201,8
34023085202,8
34023085203,8
34023085204,9
34023085205,8
34023085206,9
34023085207,9
34023085208,8
34023085209,8
34023085210,9
34023085301,8
34023085302,8
34023085303,8
34023085304,8
34023085305,8
34023085306,8
34023085307,8
34023085308,8
34023085309,8
34023085310,9
34023085401,9
34023085402,9
34023085403,8
34023085404,8
34023085405,8
34023085406,8
34023085407,8
34023085408,8
34023085409,8
34023085410,8
34023090001,8
34023090002,8
34023090003,8
34023090004,8
34023090005,8
34023090006,8
34023090007,8
34023090008,8
34023090009,8
34023090010,8
34023090011,8
34023090012,8
34023090013,8
34023095001,8
34023095002,8
34023095003,8
34023095004,8
34023095005,0
34023095006,4
34023095007,8
34023095008,6
34023095009,8
34023095010,0
34023095011,8
34023095012,0
34023095013,8
34023095014,0
34023095015,8
34023095016,8
34023095017,0
34023095018,0
34023095019,8
34023095020,6
34023095021,8
34023095022,6
34023095023,8
34023095024,8
34023095025,6
34023095026,0
34023095027,8
34023095028,8
34023095029,8
34023095030,0
34023095031,6
34023095032,0
34023095033,8
34023095034,6
34023100101,0
34023100102,0
34023100103,0
34023100201,0
34023100202,0
34023100203,0
34023100301,0
34023100302,0
34023100303,0
34023105001,8
34023105002,8
34023105003,8
34023105004,8
34023105005,8
34023105006,8
34023105007,8
34023105008,8
34023105009,8
34023105010,8
34023105011,8
34023105012,8
34023105013,8
34023105014,8
34023105015,8
34023105016,8
34023105017,8
34023105018,8
34023105019,8
34023105020,8
34023105021,8
34023105022,8
34023105023,8
34023105024,8
34023105025,8
34023105026,8
34023105027,8
34023105028,8
34023105029,8
34023105030,8
34023110001,9
34023110002,0
34023110003,0
34023110004,0
34023110005,0
34023110006,0
34023110007,9
34023110008,0
34023110009,0
34023110010,8
34023110011,0
34023110012,0
34023110013,0
34023110014,0
34023110015,8
34023115001,8
34023115002,8
34023115003,8
34023115004,8
34023115005,8
34023115006,8
34023115007,8
34023115008,8
34023115009,8
34023115010,8
34023115011,8
34023115012,8
34023115013,8
34023115014,8
34023120001,8
34023120002,8
34023120003,8
34023120004,8
34023120005,8
34023120006,8
34023120007,8
34023125101,0
34023125102,0
34023125103,0
34023125104,0
34023125105,0
34023125106,0
34023125107,0
34023125108,0
34023125109,0
34023125110,0
34023125111,0
34023125112,0
34023125113,0
34023125114,0
34023125115,0
34023125201,0
34023125202,0
34023125203,0
34023125204,0
34023125205,0
34023125206,0
34023125207,0
34023125208,0
34023125209,0
34023125210,0
34023125211,0
34023125212,0
34023125213,0
34023125214,0
34023125215,0
34023125301,0
34023125302,0
34023125303,0
34023125304,0
34023125305,0
34023125306,0
34023125307,0
34023125308,0
34023125309,0
34023125310,0
34023125311,0
34023125312,0
34023125313,0
34023125401,0
34023125402,0
34023125403,0
34023125404,0
34023125405,0
34023125406,0
34023125407,0
34023125408,0
34023125409,0
34023125410,0
34023125411,0
34023125412,0
34023125413,0
34023125414,0
34023125501,0
34023125502,0
34023125503,0
34023125504,0
34023125505,0
34023125506,0
34023125507,0
34023125508,0
34023125509,0
34023125510,0
34023125511,0
34023125512,0
34023125513,0
34023125514,0
34023125515,0
34023125516,0
34023125517,0
34023125518,0
34025003001,4
34025003002,4
34025003003,4
34025003004,4
34025003005,6
34025003006,6
34025003007,6
34025003008,4
34025003009,6
34025003010,6
34025003011,6
34025003012,6
34025003013,6
34025005001,4
34025010001,6
34025010002,6
34025015001,4
34025015002,4
34025015003,4
34025015004,4
34025015005,4
34025015006,4
34025015007,4
34025015008,4
34025015009,4
34025025001,4
34025025002,4
34025025003,4
34025025004,4
34025030001,4
34025030002,4
34025035001,4
34025035002,4
34025035003,4
34025035004,4
34025035005,4
34025040001,4
34025040002,4
34025040003,4
34025040004,4
34025045001,4
34025045002,4
34025045003,4
34025047001,4
34025047002,4
34025047003,6
34025047004,6
34025047005,6
34025047006,6
34025047007,6
34025047008,6
34025050001,4
34025055001,6
34025055002,6
34025055003,4
34025055004,4
34025055005,4
34025055006,4
34025055007,4
34025055008,0
34025055009,4
34025060001,6
34025065001,4
34025065002,4
34025065003,0
34025065004,0
34025065005,4
34025065006,4
34025070001,6
34025075001,6
34025075002,6
